,FinalID,StandardisedTraitName,StandardisedTraitDef,StandardisedTraitValue,StandardisedErrorPos,StandardisedErrorNeg,ConTemp,ConTempUnit,uniqueID,Temp(kel),1/kT
76,MTD3173,respiration rate,NA,1.601227824,NA,NA,10.0,celsius,223,283.15,40.9836556967
77,MTD3173,respiration rate,NA,2.606190384,NA,NA,15.0,celsius,223,288.15,40.2725042878
78,MTD3173,respiration rate,NA,2.82284496,NA,NA,20.0,celsius,223,293.15,39.5856118387
79,MTD3173,respiration rate,NA,2.22109704,NA,NA,25.0,celsius,223,298.15,38.9217578753
80,MTD3173,respiration rate,NA,3.40443888,NA,NA,30.0,celsius,223,303.15,38.2798024427
81,MTD3173,respiration rate,NA,3.54657528,NA,NA,35.0,celsius,223,308.15,37.6586795733
82,MTD3176,respiration rate,NA,27115.549632,NA,NA,1.0,celsius,226,274.15,42.3290976127
83,MTD3176,respiration rate,NA,1.334734704,NA,NA,5.0,celsius,226,278.15,41.7203742963
84,MTD3176,respiration rate,NA,2.42692776,NA,NA,10.0,celsius,226,283.15,40.9836556967
85,MTD3176,respiration rate,NA,2.9991252,NA,NA,15.0,celsius,226,288.15,40.2725042878
86,MTD3176,respiration rate,NA,4.52245368,NA,NA,20.0,celsius,226,293.15,39.5856118387
87,MTD3176,respiration rate,NA,3.14643312,NA,NA,25.0,celsius,226,298.15,38.9217578753
88,MTD3176,respiration rate,NA,4.1792916,NA,NA,30.0,celsius,226,303.15,38.2798024427
89,MTD3176,respiration rate,NA,7.53209712,NA,NA,35.0,celsius,226,308.15,37.6586795733
90,MTD3179,respiration rate,NA,20296.957536,NA,NA,1.0,celsius,229,274.15,42.3290976127
91,MTD3179,respiration rate,NA,4.77803928,NA,NA,5.0,celsius,229,278.15,41.7203742963
92,MTD3179,respiration rate,NA,1.35085032,NA,NA,10.0,celsius,229,283.15,40.9836556967
93,MTD3179,respiration rate,NA,2.7438444,NA,NA,15.0,celsius,229,288.15,40.2725042878
94,MTD3179,respiration rate,NA,4.83163944,NA,NA,20.0,celsius,229,293.15,39.5856118387
95,MTD3179,respiration rate,NA,3.09809688,NA,NA,25.0,celsius,229,298.15,38.9217578753
96,MTD3179,respiration rate,NA,5.14233,NA,NA,30.0,celsius,229,303.15,38.2798024427
97,MTD3179,respiration rate,NA,5.63804376,NA,NA,35.0,celsius,229,308.15,37.6586795733
98,MTD3182,respiration rate,NA,12527.522208,NA,NA,1.0,celsius,232,274.15,42.3290976127
99,MTD3182,respiration rate,NA,1.80113232,NA,NA,5.0,celsius,232,278.15,41.7203742963
100,MTD3182,respiration rate,NA,4.67954928,NA,NA,10.0,celsius,232,283.15,40.9836556967
101,MTD3182,respiration rate,NA,6.7728696,NA,NA,15.0,celsius,232,288.15,40.2725042878
102,MTD3182,respiration rate,NA,6.6258024,NA,NA,20.0,celsius,232,293.15,39.5856118387
103,MTD3182,respiration rate,NA,3.00279096,NA,NA,25.0,celsius,232,298.15,38.9217578753
104,MTD3182,respiration rate,NA,5.69161272,NA,NA,30.0,celsius,232,303.15,38.2798024427
105,MTD3182,respiration rate,NA,3.47986728,NA,NA,35.0,celsius,232,308.15,37.6586795733
106,MTD3278,respiration rate,NA,5.976e-08,NA,NA,5.0,celsius,322,278.15,41.7203742963
107,MTD3278,respiration rate,NA,0.0022777778,NA,NA,10.0,celsius,322,283.15,40.9836556967
108,MTD3278,respiration rate,NA,0.0024166667,NA,NA,15.0,celsius,322,288.15,40.2725042878
109,MTD3278,respiration rate,NA,0.0036944444,NA,NA,20.0,celsius,322,293.15,39.5856118387
110,MTD3278,respiration rate,NA,0.0043888889,NA,NA,25.0,celsius,322,298.15,38.9217578753
111,MTD3278,respiration rate,NA,0.0051388889,NA,NA,30.0,celsius,322,303.15,38.2798024427
112,MTD3278,respiration rate,NA,0.0046111111,NA,NA,35.0,celsius,322,308.15,37.6586795733
113,MTD3280,respiration rate,NA,5.472e-08,NA,NA,5.0,celsius,324,278.15,41.7203742963
114,MTD3280,respiration rate,NA,0.0025,NA,NA,10.0,celsius,324,283.15,40.9836556967
115,MTD3280,respiration rate,NA,0.0043611111,NA,NA,15.0,celsius,324,288.15,40.2725042878
116,MTD3280,respiration rate,NA,0.0055,NA,NA,20.0,celsius,324,293.15,39.5856118387
117,MTD3280,respiration rate,NA,0.0058333333,NA,NA,25.0,celsius,324,298.15,38.9217578753
118,MTD3280,respiration rate,NA,0.007,NA,NA,30.0,celsius,324,303.15,38.2798024427
119,MTD3280,respiration rate,NA,0.0042222222,NA,NA,35.0,celsius,324,308.15,37.6586795733
120,MTD3282,respiration rate,NA,1.44e-08,NA,NA,10.0,celsius,326,283.15,40.9836556967
121,MTD3282,respiration rate,NA,0.0002222222,NA,NA,15.0,celsius,326,288.15,40.2725042878
122,MTD3282,respiration rate,NA,0.0005,NA,NA,20.0,celsius,326,293.15,39.5856118387
123,MTD3282,respiration rate,NA,0.0008055556,NA,NA,25.0,celsius,326,298.15,38.9217578753
124,MTD3282,respiration rate,NA,0.0008888889,NA,NA,30.0,celsius,326,303.15,38.2798024427
125,MTD3282,respiration rate,NA,0.0016111111,NA,NA,35.0,celsius,326,308.15,37.6586795733
126,MTD3282,respiration rate,NA,0.0011111111,NA,NA,40.0,celsius,326,313.15,37.0573913796
127,MTD3329,respiration rate,NA,2.0152536e-06,NA,NA,1.9523375,celsius,373,275.1023375,42.1825645539
128,MTD3329,respiration rate,NA,0.0002170098,NA,NA,8.105563,celsius,373,281.255563,41.259706961
129,MTD3329,respiration rate,NA,0.0002100265,NA,NA,13.7134075,celsius,373,286.8634075,40.4531278899
130,MTD3329,respiration rate,NA,0.0002070396,NA,NA,20.093737,celsius,373,293.243737,39.5729580766
131,MTD3329,respiration rate,NA,0.0002865764,NA,NA,25.972197,celsius,373,299.122197,38.7952556745
132,MTD3329,respiration rate,NA,0.0005597927,NA,NA,31.829033,celsius,373,304.979033,38.0502292121
133,MTD3330,respiration rate,NA,8.6624028e-07,NA,NA,1.9511901,celsius,374,275.1011901,42.1827404901
134,MTD3330,respiration rate,NA,0.0001006901,NA,NA,7.9847302,celsius,374,281.1347302,41.2774405434
135,MTD3330,respiration rate,NA,0.0001057372,NA,NA,13.748801,celsius,374,286.898801,40.4481373574
136,MTD3330,respiration rate,NA,0.0001205166,NA,NA,19.977493,celsius,374,293.127493,39.5886513126
137,MTD3330,respiration rate,NA,0.0001507732,NA,NA,25.89982,celsius,374,299.04982,38.8046450271
138,MTD3330,respiration rate,NA,0.0002406223,NA,NA,31.882786,celsius,374,305.032786,38.0435239854
139,MTD3335,respiration rate,NA,0.0001314412,NA,NA,16.0,celsius,379,289.15,40.133225352
140,MTD3335,respiration rate,NA,1.00755694444e-05,NA,NA,20.0,celsius,379,293.15,39.5856118387
141,MTD3335,respiration rate,NA,1.42955555556e-05,NA,NA,24.0,celsius,379,297.15,39.0527414118
142,MTD3335,respiration rate,NA,1.13853118687e-05,NA,NA,28.0,celsius,379,301.15,38.5340265998
143,MTD3335,respiration rate,NA,1.01420713384e-05,NA,NA,32.0,celsius,379,305.15,38.0289107341
144,MTD3336,respiration rate,NA,0.0001212745,NA,NA,16.02773,celsius,380,289.17773,40.1293768732
145,MTD3336,respiration rate,NA,8.17045265152e-06,NA,NA,20.024761,celsius,380,293.174761,39.5822685109
146,MTD3336,respiration rate,NA,7.34740530303e-06,NA,NA,23.969114,celsius,380,297.119114,39.0568010058
147,MTD3336,respiration rate,NA,8.82182954545e-06,NA,NA,28.00422,celsius,380,301.15422,38.5334866319
148,MTD3336,respiration rate,NA,9.35759974747e-06,NA,NA,31.941456,celsius,380,305.091456,38.0362081019
149,MTD3368,respiration rate,NA,5e-09,NA,NA,12.063229,celsius,412,285.213229,40.6871804341
150,MTD3368,respiration rate,NA,1.15870033333e-07,NA,NA,14.965945,celsius,412,288.115945,40.2772644552
151,MTD3368,respiration rate,NA,7.2860295e-08,NA,NA,18.024055,celsius,412,291.174055,39.8542449482
152,MTD3368,respiration rate,NA,6.8141475e-07,NA,NA,20.963501,celsius,412,294.113501,39.4559313702
153,MTD3368,respiration rate,NA,1.10146175e-06,NA,NA,23.90116,celsius,412,297.05116,39.0657357154
154,MTD3368,respiration rate,NA,1.795345e-06,NA,NA,26.96625,celsius,412,300.11625,38.6667570001
155,MTD3368,respiration rate,NA,3.654725e-06,NA,NA,29.979961,celsius,412,303.129961,38.2823330041
156,MTD3368,respiration rate,NA,1.39265783333e-06,NA,NA,35.950733,celsius,412,309.100733,37.5428488891
157,MTD3369,respiration rate,NA,3.6563142e-09,NA,NA,12.002273,celsius,413,285.152273,40.6958779898
158,MTD3369,respiration rate,NA,3.21336283333e-07,NA,NA,15.030311,celsius,413,288.180311,40.2682683985
159,MTD3369,respiration rate,NA,2.61456916667e-07,NA,NA,17.994633,celsius,413,291.144633,39.8582724708
160,MTD3369,respiration rate,NA,3.9e-07,NA,NA,20.99195,celsius,413,294.14195,39.4521152475
161,MTD3369,respiration rate,NA,6.72411716667e-07,NA,NA,24.11556,celsius,413,297.26556,39.0375599196
162,MTD3369,respiration rate,NA,1.33255561667e-06,NA,NA,26.993076,celsius,413,300.143076,38.6633010669
163,MTD3369,respiration rate,NA,1.2722305e-06,NA,NA,30.11344,celsius,413,303.26344,38.2654833386
164,MTD3369,respiration rate,NA,1.01564283333e-06,NA,NA,35.94716,celsius,413,309.09716,37.5432828646
165,MTD3370,respiration rate,NA,3.425622e-08,NA,NA,12.035105,celsius,414,285.185105,40.6911928676
166,MTD3370,respiration rate,NA,3.38473316667e-07,NA,NA,15.030473,celsius,414,288.180473,40.2682457618
167,MTD3370,respiration rate,NA,2.78593966667e-07,NA,NA,17.994795,celsius,414,291.144795,39.8582502927
168,MTD3370,respiration rate,NA,4.17737166667e-06,NA,NA,20.996616,celsius,414,294.146616,39.451489425
169,MTD3370,respiration rate,NA,6.054e-06,NA,NA,23.979282,celsius,414,297.129282,39.0554644511
170,MTD3370,respiration rate,NA,9.1815e-06,NA,NA,27.005007,celsius,414,300.155007,38.6617642214
171,MTD3370,respiration rate,NA,9.99561e-06,NA,NA,29.977608,celsius,414,303.127608,38.2826301672
172,MTD3370,respiration rate,NA,9.51561666667e-06,NA,NA,36.02768,celsius,414,309.17768,37.5335053634
173,MTD3371,respiration rate,NA,4.3346202e-09,NA,NA,12.009578,celsius,415,285.159578,40.6948354739
174,MTD3371,respiration rate,NA,9.21132833333e-07,NA,NA,15.035993,celsius,415,288.185993,40.2674744519
175,MTD3371,respiration rate,NA,1.204e-06,NA,NA,18.003561,celsius,415,291.153561,39.8570502475
176,MTD3371,respiration rate,NA,1.966604e-06,NA,NA,21.006884,celsius,415,294.156884,39.4501123099
177,MTD3371,respiration rate,NA,3.15148916667e-06,NA,NA,26.167652,celsius,415,299.317652,38.7699222982
178,MTD3371,respiration rate,NA,3.53717283333e-06,NA,NA,29.136196,celsius,415,302.286196,38.3891896622
179,MTD3371,respiration rate,NA,1.20406116667e-06,NA,NA,35.980156,celsius,415,309.130156,37.5392755617
180,MTD3372,respiration rate,NA,5.9389686e-09,NA,NA,12.0645275,celsius,416,285.2145275,40.686995197
181,MTD3372,respiration rate,NA,1.157809e-07,NA,NA,14.997154,celsius,416,288.147154,40.2729020552
182,MTD3372,respiration rate,NA,2.95731e-07,NA,NA,17.994957,celsius,416,291.144957,39.8582281146
183,MTD3372,respiration rate,NA,9.3838125e-07,NA,NA,20.997145,celsius,416,294.147145,39.4514184747
184,MTD3372,respiration rate,NA,9.29913e-07,NA,NA,23.961954,celsius,416,297.111954,39.0577422224
185,MTD3372,respiration rate,NA,1.55551543333e-06,NA,NA,26.932768,celsius,416,300.082768,38.6710712776
186,MTD3372,respiration rate,NA,3.26039516667e-06,NA,NA,30.038645,celsius,416,303.188645,38.2749232265
187,MTD3372,respiration rate,NA,1.6497135e-06,NA,NA,35.953167,celsius,416,309.103167,37.5425532619
188,MTD3383,respiration rate,NA,3.7685907e-07,NA,NA,14.934322,celsius,427,288.084322,40.2816856883
189,MTD3383,respiration rate,NA,0.0092639583,NA,NA,19.939772,celsius,427,293.089772,39.5937464188
190,MTD3383,respiration rate,NA,0.014918075,NA,NA,24.941153,celsius,427,298.091153,38.9294415273
191,MTD3383,respiration rate,NA,0.0247828483,NA,NA,29.879616,celsius,427,303.029616,38.2950097872
192,MTD3383,respiration rate,NA,0.0290786319,NA,NA,34.883904,celsius,427,308.033904,37.6728728878
193,MTD3384,respiration rate,NA,3.44291616e-07,NA,NA,14.883175,celsius,428,288.033175,40.2888386399
194,MTD3384,respiration rate,NA,0.0068868706,NA,NA,19.944857,celsius,428,293.094857,39.5930594938
195,MTD3384,respiration rate,NA,0.0142389075,NA,NA,24.942604,celsius,428,298.092604,38.9292520338
196,MTD3384,respiration rate,NA,0.0229492806,NA,NA,29.937447,celsius,428,303.087447,38.2877028573
197,MTD3384,respiration rate,NA,0.0265657111,NA,NA,34.88928,celsius,428,308.03928,37.6722154088
198,MTD3400,respiration rate,NA,1.05187036875e-11,NA,NA,9.975269,celsius,444,283.125269,40.9872356201
199,MTD3400,respiration rate,NA,0.0010455502,NA,NA,15.027102,celsius,444,288.177102,40.2687168064
200,MTD3400,respiration rate,NA,0.0019833847,NA,NA,19.907503,celsius,444,293.057503,39.5981061455
201,MTD3400,respiration rate,NA,0.0034456786,NA,NA,24.954195,celsius,444,298.104195,38.9277383719
202,MTD3400,respiration rate,NA,0.0030309255,NA,NA,29.924301,celsius,444,303.074301,38.2893636057
203,MTD3400,respiration rate,NA,0.0029218621,NA,NA,34.93527,celsius,444,308.08527,37.6665918189
204,MTD3401,respiration rate,NA,6.5113846875e-12,NA,NA,9.975269,celsius,445,283.125269,40.9872356201
205,MTD3401,respiration rate,NA,0.0013510561,NA,NA,15.025861,celsius,445,288.175861,40.2688902195
206,MTD3401,respiration rate,NA,0.0015905913,NA,NA,19.909098,celsius,445,293.059098,39.5978906293
207,MTD3401,respiration rate,NA,0.0022238385,NA,NA,25.001263,celsius,445,298.151263,38.9215929987
208,MTD3401,respiration rate,NA,0.001808718,NA,NA,29.88716,celsius,445,303.03716,38.2940564468
209,MTD3402,respiration rate,NA,5.4122244375e-12,NA,NA,9.89106,celsius,446,283.04106,40.9994299432
210,MTD3402,respiration rate,NA,0.0014381599,NA,NA,14.983402,celsius,446,288.133402,40.2748241959
211,MTD3402,respiration rate,NA,0.0022888906,NA,NA,19.906261,celsius,446,293.056261,39.598273966
212,MTD3402,respiration rate,NA,0.0031401726,NA,NA,24.955435,celsius,446,298.105435,38.927576448
213,MTD3402,respiration rate,NA,0.0015033957,NA,NA,29.930506,celsius,446,303.080506,38.2885797034
214,MTD3410,respiration rate,NA,60.0235488,NA,NA,15.02468,celsius,454,288.17468,40.2690552498
215,MTD3410,respiration rate,NA,1.92349027778e-06,NA,NA,15.023793,celsius,454,288.173793,40.2691791981
216,MTD3410,respiration rate,NA,2.01230075e-06,NA,NA,15.023414,celsius,454,288.173414,40.2692321594
217,MTD3410,respiration rate,NA,2.44152527778e-06,NA,NA,14.98599,celsius,454,288.13599,40.2744624527
218,MTD3410,respiration rate,NA,1.73475472222e-06,NA,NA,20.006807,celsius,454,293.156807,39.5846926745
219,MTD3410,respiration rate,NA,1.80876347222e-06,NA,NA,20.00649,celsius,454,293.15649,39.5847354787
220,MTD3410,respiration rate,NA,2.37123e-06,NA,NA,20.004084,celsius,454,293.154084,39.585060362
221,MTD3410,respiration rate,NA,2.35642833333e-06,NA,NA,20.004148,celsius,454,293.154148,39.58505172
222,MTD3410,respiration rate,NA,2.75755027778e-06,NA,NA,21.995314,celsius,454,295.145314,39.3179954418
223,MTD3410,respiration rate,NA,2.99437833333e-06,NA,NA,21.9943,celsius,454,295.1443,39.318130523
224,MTD3410,respiration rate,NA,3.00920638889e-06,NA,NA,22.029825,celsius,454,295.179825,39.3133985716
225,MTD3410,respiration rate,NA,3.1127925e-06,NA,NA,21.993793,celsius,454,295.143793,39.318198064
226,MTD3410,respiration rate,NA,2.95221194444e-06,NA,NA,25.019392,celsius,454,298.169392,38.9192265265
227,MTD3410,respiration rate,NA,3.24822055556e-06,NA,NA,24.982538,celsius,454,298.132538,38.9240375719
228,MTD3410,respiration rate,NA,3.39623833333e-06,NA,NA,24.981905,celsius,454,298.131905,38.9241202162
229,MTD3410,respiration rate,NA,3.54425555556e-06,NA,NA,24.981272,celsius,454,298.131272,38.9242028609
230,MTD3410,respiration rate,NA,3.41472694444e-06,NA,NA,29.964033,celsius,454,303.114033,38.2843446596
231,MTD3410,respiration rate,NA,3.85880611111e-06,NA,NA,29.99772,celsius,454,303.14772,38.2800903484
232,MTD3410,respiration rate,NA,3.88840972222e-06,NA,NA,29.997593,celsius,454,303.147593,38.2801063854
233,MTD3410,respiration rate,NA,4.15484111111e-06,NA,NA,29.996454,celsius,454,303.146454,38.2802502137
234,MTD3410,respiration rate,NA,4.291e-06,NA,NA,33.981636,celsius,454,307.131636,37.7835453933
235,MTD3410,respiration rate,NA,4.513e-06,NA,NA,33.980686,celsius,454,307.130686,37.7836622633
236,MTD3410,respiration rate,NA,4.63144666667e-06,NA,NA,33.98018,celsius,454,307.13018,37.7837245123
237,MTD3413,respiration rate,NA,2.33517976364e-08,NA,NA,10.88415,celsius,457,284.03415,40.8560805471
238,MTD3413,respiration rate,NA,7.13953156566e-08,NA,NA,16.012894,celsius,457,289.162894,40.13143578
239,MTD3413,respiration rate,NA,3.64639078283e-08,NA,NA,20.849543,celsius,457,293.999543,39.4712249962
240,MTD3413,respiration rate,NA,1.31325618687e-07,NA,NA,25.903326,celsius,457,299.053326,38.8041900946
241,MTD3413,respiration rate,NA,2.24e-07,NA,NA,31.071798,celsius,457,304.221798,38.1449396026
242,MTD3413,respiration rate,NA,1.80183623737e-07,NA,NA,35.96317,celsius,457,309.11317,37.541338373
243,MTD3414,respiration rate,NA,1.84775293636e-08,NA,NA,10.806441,celsius,458,283.956441,40.8672614351
244,MTD3414,respiration rate,NA,4.26417948232e-08,NA,NA,15.829991,celsius,458,288.979991,40.1568360161
245,MTD3414,respiration rate,NA,3.64702948232e-08,NA,NA,20.734106,celsius,458,293.884106,39.4867292024
246,MTD3414,respiration rate,NA,4.13615214646e-08,NA,NA,25.641968,celsius,458,298.791968,38.8381327256
247,MTD3414,respiration rate,NA,8.38564520202e-08,NA,NA,30.73573,celsius,458,303.88573,38.1871241882
248,MTD3414,respiration rate,NA,1.4257352904e-07,NA,NA,35.892708,celsius,458,309.042708,37.54989783
249,MTD3450,respiration rate,NA,0.000404136,NA,NA,15.0,celsius,494,288.15,40.2725042878
250,MTD3450,respiration rate,NA,8.38888888889e-06,NA,NA,15.0,celsius,494,288.15,40.2725042878
251,MTD3450,respiration rate,NA,1.05527777778e-05,NA,NA,20.0,celsius,494,293.15,39.5856118387
