"uniqueID","AverageVolume","GrowthRate","Temperature","Temp"
131,-14.0277971616209,-5.55660938907178,"MidTemp_GR",16.85
133,-15.2848326421515,-5.34530854381312,"MidTemp_GR",16.85
134,-14.9393021596464,-5.33474406797299,"MidTemp_GR",16.85
137,-11.787812395596,-5.81545571195486,"MidTemp_GR",16.85
158,-14.9913998282381,-5.02521572916089,"MidTemp_GR",16.85
160,-15.7495799976911,-4.92850099852148,"MidTemp_GR",16.85
163,-15.1337126609158,-5.51787077906561,"MidTemp_GR",16.85
167,-16.1917890270758,-4.77213748970774,"MidTemp_GR",16.85
168,-15.5482135644757,-5.00608780811249,"MidTemp_GR",16.85
176,-15.3575354797579,-4.88881001559916,"MidTemp_GR",16.85
177,-14.0969100130081,-5.02243953180809,"MidTemp_GR",16.85
181,-13.308918507877,-5.26419958159005,"MidTemp_GR",16.85
190,-15.8761483590329,-5.74238258374669,"MidTemp_GR",16.85
191,-15.5528419686578,-4.97557782166529,"MidTemp_GR",16.85
210,-14.0204516252959,-6.35735436981378,"MidTemp_GR",16.85
1,-16.9546770212133,-5.15336595346463,"HighTemp_GR",23.05
2,-14.2924298239021,-5.12355942907259,"HighTemp_GR",23.05
3,-15.632644078974,-5.21539032512229,"HighTemp_GR",23.05
4,-12.8794260687941,-5.39874836743401,"HighTemp_GR",23.05
7,-13.9546770212133,-5.6205926702085,"HighTemp_GR",23.05
8,-14.7144426909922,-4.73293860013154,"HighTemp_GR",23.05
10,-14.3526170298854,-4.81829714558376,"HighTemp_GR",23.05
13,-12.9430951486635,-5.41682039256506,"HighTemp_GR",23.05
14,-15.7746907182741,-4.91022043572065,"HighTemp_GR",23.05
22,-15.0457574905607,-5.05941521655978,"HighTemp_GR",23.05
23,-14.2814983111327,-5.20530430993269,"HighTemp_GR",23.05
24,-13.6090648928966,-5.28855515382452,"HighTemp_GR",23.05
32,-13.6575773191778,-5.46309041774356,"HighTemp_GR",23.05
33,-14.5867002359187,-5.29100825719225,"HighTemp_GR",23.05
35,-13.1765257708297,-5.09207777832498,"HighTemp_GR",23.05
36,-13.4056074496246,-5.79297383146745,"HighTemp_GR",23.05
38,-15.6307841425899,-5.43477104648787,"HighTemp_GR",23.05
39,-13.0835460514501,-5.00605781836408,"HighTemp_GR",23.05
41,-16.4485500020271,-4.96996187624791,"HighTemp_GR",23.05
47,-13.698970004336,-4.35106630128426,"HighTemp_GR",23.05
54,-16.3187587626244,-4.95957135523484,"HighTemp_GR",23.05
56,-13.3448615651886,-5.40757049474307,"HighTemp_GR",23.05
59,-14.0390538042662,-5.29828931897578,"HighTemp_GR",23.05
62,-15.2196826878598,-5.67935226630667,"HighTemp_GR",23.05
64,-15.2806687130163,-5.89176142180742,"HighTemp_GR",23.05
66,-14.3516399890191,-5.27116760613319,"HighTemp_GR",23.05
67,-11.8013429130456,-5.86982076665766,"HighTemp_GR",23.05
69,-14.3809066693733,-5.15595763067048,"HighTemp_GR",23.05
72,-14.4814860601221,-5.35799760154978,"HighTemp_GR",23.05
74,-14.9393021596464,-4.99302351516689,"HighTemp_GR",23.05
75,-12.698970004336,-6.05596225676118,"HighTemp_GR",23.05
76,-13.1890957193313,-5.6617973478441,"HighTemp_GR",23.05
77,-16.1481303992702,-4.75555748801607,"HighTemp_GR",23.05
79,-13.1630432629404,-6.05892857674007,"HighTemp_GR",23.05
82,-14.1463017882238,-6.23202612876905,"HighTemp_GR",23.05
83,-13.787812395596,-5.19528509710183,"HighTemp_GR",23.05
87,-15.5257837359237,-4.64606798501826,"HighTemp_GR",23.05
89,-13.6635402661515,-5.67098334066509,"HighTemp_GR",23.05
91,-15.1220530483708,-4.87639502328173,"HighTemp_GR",23.05
92,-15.5590909179348,-5.67983933286023,"HighTemp_GR",23.05
93,-14.0721165896693,-5.50299417668339,"HighTemp_GR",23.05
94,-15.4989407377822,-4.92424183838016,"HighTemp_GR",23.05
97,-16.2479515521806,-4.6839242402037,"HighTemp_GR",23.05
98,-14.602059991328,-4.79197847031321,"HighTemp_GR",23.05
100,-13.9469215565166,-5.5887361812477,"HighTemp_GR",23.05
101,-13.7746907182741,-5.39212875041083,"HighTemp_GR",23.05
102,-14.3372421683184,-5.1560165530413,"HighTemp_GR",23.05
103,-14.1938200260161,-5.25805168572363,"HighTemp_GR",23.05
106,-14.1079053973095,-5.17849231559223,"HighTemp_GR",23.05
107,-14.2924298239021,-5.37511576873526,"HighTemp_GR",23.05
109,-15.3726341434073,-4.92350475474951,"HighTemp_GR",23.05
110,-12.5257837359237,-5.042881695271,"HighTemp_GR",23.05
114,-16.0746879085004,-4.68717160766153,"HighTemp_GR",23.05
116,-13.4225082001628,-5.15837343418673,"HighTemp_GR",23.05
119,-15.1844222516757,-4.90800943534103,"HighTemp_GR",23.05
120,-15.5482135644757,-4.91761424472817,"HighTemp_GR",23.05
121,-14.8041003475908,-5.23298967495547,"HighTemp_GR",23.05
122,-14.7569619513137,-5.11416527559883,"HighTemp_GR",23.05
127,-15.8996294548824,-5.87466137382424,"HighTemp_GR",23.05
131,-14.0277971616209,-5.5308180911597,"HighTemp_GR",23.05
133,-15.2848326421515,-5.26817292341782,"HighTemp_GR",23.05
134,-14.9393021596464,-5.35593688702341,"HighTemp_GR",23.05
137,-11.787812395596,-5.87710221768504,"HighTemp_GR",23.05
158,-14.9913998282381,-4.90397583657359,"HighTemp_GR",23.05
160,-15.7495799976911,-4.74225354867021,"HighTemp_GR",23.05
163,-15.1337126609158,-5.46853427734218,"HighTemp_GR",23.05
167,-16.1917890270758,-4.75811326410715,"HighTemp_GR",23.05
168,-15.5482135644757,-4.74239354382523,"HighTemp_GR",23.05
171,-15.8664610916298,-5.52113802006937,"HighTemp_GR",23.05
176,-15.3575354797579,-4.8624664999111,"HighTemp_GR",23.05
177,-14.0969100130081,-4.85164746047304,"HighTemp_GR",23.05
181,-13.308918507877,-5.1814704123657,"HighTemp_GR",23.05
188,-14.7569619513137,-5.11416527559883,"HighTemp_GR",23.05
190,-15.8761483590329,-5.74238258373768,"HighTemp_GR",23.05
191,-15.5528419686578,-4.91153989567415,"HighTemp_GR",23.05
210,-14.0204516252959,-6.60992579867674,"HighTemp_GR",23.05
