,FinalID,Consumer,StandardisedTraitName,StandardisedTraitValue,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,Citation,uniqueID,Temp(kel),1/kT,log_TraitValues,B0,E,Eh,El,Th,Tl,index
10,MTD3164,Cladophora glomerata,respiration rate,0.80661624,10,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",2,283.15,40.983655696696246,-0.2149072628501902,0.80661624,0.66,0.8458074207210565,0.33,42.32909761269212,37.6586795733232,0.0
11,MTD3164,Cladophora glomerata,respiration rate,1.1190156,15,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",2,288.15,40.2725042877652,0.11244937025137984,0.80661624,0.66,0.8458074207210565,0.33,42.32909761269212,37.6586795733232,0.0
12,MTD3164,Cladophora glomerata,respiration rate,1.60521108,20,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",2,293.15,39.58561183871582,0.4732552619534603,0.80661624,0.66,0.8458074207210565,0.33,42.32909761269212,37.6586795733232,0.0
13,MTD3164,Cladophora glomerata,respiration rate,2.1568781759999998,25,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",2,298.15,38.92175787529614,0.768661887369771,0.80661624,0.66,0.8458074207210565,0.33,42.32909761269212,37.6586795733232,0.0
14,MTD3164,Cladophora glomerata,respiration rate,2.79511824,30,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",2,303.15,38.279802442749606,1.0278744098267587,0.80661624,0.66,0.8458074207210565,0.33,42.32909761269212,37.6586795733232,0.0
15,MTD3164,Cladophora glomerata,respiration rate,3.9993336000000004,35,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",2,308.15,37.6586795733232,1.386127747240569,0.80661624,0.66,0.8458074207210565,0.33,42.32909761269212,37.6586795733232,0.0
16,MTD3167,Cladophora glomerata,respiration rate,16901.023680000002,1,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",3,274.15,42.32909761269212,9.735129471857773,2.07642408,0.66,0.9433884025211269,0.33,42.32909761269212,37.6586795733232,0.0
17,MTD3167,Cladophora glomerata,respiration rate,1.29453636,5,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",3,278.15,41.720374296313295,0.25815260787988287,2.07642408,0.66,0.9433884025211269,0.33,42.32909761269212,37.6586795733232,0.0
18,MTD3167,Cladophora glomerata,respiration rate,2.07642408,10,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",3,283.15,40.983655696696246,0.7306472218984909,2.07642408,0.66,0.9433884025211269,0.33,42.32909761269212,37.6586795733232,0.0
19,MTD3167,Cladophora glomerata,respiration rate,2.23582728,15,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",3,288.15,40.2725042877652,0.804611307228797,2.07642408,0.66,0.9433884025211269,0.33,42.32909761269212,37.6586795733232,0.0
20,MTD3167,Cladophora glomerata,respiration rate,1.50580296,20,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",3,293.15,39.58561183871582,0.4093262841644538,2.07642408,0.66,0.9433884025211269,0.33,42.32909761269212,37.6586795733232,0.0
21,MTD3167,Cladophora glomerata,respiration rate,2.57628108,25,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",3,298.15,38.92175787529614,0.946346917196341,2.07642408,0.66,0.9433884025211269,0.33,42.32909761269212,37.6586795733232,0.0
22,MTD3167,Cladophora glomerata,respiration rate,2.558200656,30,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",3,303.15,38.279802442749606,0.9393041426134253,2.07642408,0.66,0.9433884025211269,0.33,42.32909761269212,37.6586795733232,0.0
23,MTD3167,Cladophora glomerata,respiration rate,4.6947288,35,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",3,308.15,37.6586795733232,1.5464403474135717,2.07642408,0.66,0.9433884025211269,0.33,42.32909761269212,37.6586795733232,0.0
24,MTD3170,Cladophora glomerata,respiration rate,9403.079615999999,1,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",4,274.15,42.32909761269212,9.148792533326205,1.58407752,0.66,0.966406996748915,0.33,42.32909761269212,37.6586795733232,0.0
25,MTD3170,Cladophora glomerata,respiration rate,2.63368572,5,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",4,278.15,41.720374296313295,0.9683842795735924,1.58407752,0.66,0.966406996748915,0.33,42.32909761269212,37.6586795733232,0.0
26,MTD3170,Cladophora glomerata,respiration rate,1.58407752,10,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",4,283.15,40.983655696696246,0.46000223158868037,1.58407752,0.66,0.966406996748915,0.33,42.32909761269212,37.6586795733232,0.0
27,MTD3170,Cladophora glomerata,respiration rate,2.71421808,15,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",4,288.15,40.2725042877652,0.9985039119059345,1.58407752,0.66,0.966406996748915,0.33,42.32909761269212,37.6586795733232,0.0
28,MTD3170,Cladophora glomerata,respiration rate,2.63338728,20,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",4,293.15,39.58561183871582,0.9682709566709787,1.58407752,0.66,0.966406996748915,0.33,42.32909761269212,37.6586795733232,0.0
29,MTD3170,Cladophora glomerata,respiration rate,2.0241324,25,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",4,298.15,38.92175787529614,0.7051411643055129,1.58407752,0.66,0.966406996748915,0.33,42.32909761269212,37.6586795733232,0.0
30,MTD3170,Cladophora glomerata,respiration rate,3.63933312,30,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",4,303.15,38.279802442749606,1.2918004560726597,1.58407752,0.66,0.966406996748915,0.33,42.32909761269212,37.6586795733232,0.0
31,MTD3170,Cladophora glomerata,respiration rate,2.61196656,35,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",4,308.15,37.6586795733232,0.9601034088820029,1.58407752,0.66,0.966406996748915,0.33,42.32909761269212,37.6586795733232,0.0
32,MTD3173,Cladophora glomerata,respiration rate,12767.671008,1,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",5,274.15,42.32909761269212,9.454671552440324,1.601227824,0.66,0.981731201240656,0.33,42.32909761269212,37.6586795733232,0.0
33,MTD3173,Cladophora glomerata,respiration rate,3.11049912,5,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",5,278.15,41.720374296313295,1.1347832020601825,1.601227824,0.66,0.981731201240656,0.33,42.32909761269212,37.6586795733232,0.0
34,MTD3173,Cladophora glomerata,respiration rate,1.601227824,10,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",5,283.15,40.983655696696246,0.47077072495257827,1.601227824,0.66,0.981731201240656,0.33,42.32909761269212,37.6586795733232,0.0
35,MTD3173,Cladophora glomerata,respiration rate,2.606190384,15,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",5,288.15,40.2725042877652,0.9578895320587507,1.601227824,0.66,0.981731201240656,0.33,42.32909761269212,37.6586795733232,0.0
36,MTD3173,Cladophora glomerata,respiration rate,2.82284496,20,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",5,293.15,39.58561183871582,1.0377452274656216,1.601227824,0.66,0.981731201240656,0.33,42.32909761269212,37.6586795733232,0.0
37,MTD3173,Cladophora glomerata,respiration rate,2.22109704,25,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",5,298.15,38.92175787529614,0.7980012359884383,1.601227824,0.66,0.981731201240656,0.33,42.32909761269212,37.6586795733232,0.0
38,MTD3173,Cladophora glomerata,respiration rate,3.40443888,30,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",5,303.15,38.279802442749606,1.2250801330700833,1.601227824,0.66,0.981731201240656,0.33,42.32909761269212,37.6586795733232,0.0
39,MTD3173,Cladophora glomerata,respiration rate,3.54657528,35,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",5,308.15,37.6586795733232,1.2659824279961227,1.601227824,0.66,0.981731201240656,0.33,42.32909761269212,37.6586795733232,0.0
40,MTD3176,Cladophora glomerata,respiration rate,27115.549632,1,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",6,274.15,42.32909761269212,10.207862629473555,2.42692776,0.66,0.8842330574701829,0.33,42.32909761269212,37.6586795733232,0.0
41,MTD3176,Cladophora glomerata,respiration rate,1.3347347040000002,5,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",6,278.15,41.720374296313295,0.28873254850855734,2.42692776,0.66,0.8842330574701829,0.33,42.32909761269212,37.6586795733232,0.0
42,MTD3176,Cladophora glomerata,respiration rate,2.42692776,10,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",6,283.15,40.983655696696246,0.8866261611593228,2.42692776,0.66,0.8842330574701829,0.33,42.32909761269212,37.6586795733232,0.0
43,MTD3176,Cladophora glomerata,respiration rate,2.9991252,15,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",6,288.15,40.2725042877652,1.098320646144563,2.42692776,0.66,0.8842330574701829,0.33,42.32909761269212,37.6586795733232,0.0
44,MTD3176,Cladophora glomerata,respiration rate,4.52245368,20,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",6,293.15,39.58561183871582,1.5090546961121425,2.42692776,0.66,0.8842330574701829,0.33,42.32909761269212,37.6586795733232,0.0
45,MTD3176,Cladophora glomerata,respiration rate,3.14643312,25,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",6,298.15,38.92175787529614,1.146269468395851,2.42692776,0.66,0.8842330574701829,0.33,42.32909761269212,37.6586795733232,0.0
46,MTD3176,Cladophora glomerata,respiration rate,4.1792916,30,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",6,303.15,38.279802442749606,1.4301417584901668,2.42692776,0.66,0.8842330574701829,0.33,42.32909761269212,37.6586795733232,0.0
47,MTD3176,Cladophora glomerata,respiration rate,7.53209712,35,celsius,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,glomerata,108.0,mg,"Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100_111.",6,308.15,37.6586795733232,2.0191735050293533,2.42692776,0.66,0.8842330574701829,0.33,42.32909761269212,37.6586795733232,0.0
