,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,GenusSpecies,MinVolume,MaxVolume,AverageVolume,VolumeUnit,Sources,Notes
10,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.0251681,h-1,6.99e-06,s^-1,9.98667,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
11,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.0443633,h-1,1.23e-05,s^-1,12.0792,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
12,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.07815570000000001,h-1,2.17e-05,s^-1,13.9555,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
13,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.10184,h-1,2.8300000000000007e-05,s^-1,15.9401,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
14,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.143503,h-1,3.99e-05,s^-1,17.923,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
15,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.190786,h-1,5.3e-05,s^-1,19.9589,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
16,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.247055,h-1,6.86e-05,s^-1,21.9403,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
17,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.342652,h-1,9.52e-05,s^-1,23.9713,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
18,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.365216,h-1,0.000101,s^-1,26.0098,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
19,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.437213,h-1,0.000121,s^-1,27.9358,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
20,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.528316,h-1,0.000147,s^-1,29.9672,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
21,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.605935,h-1,0.000168,s^-1,32.0001,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
22,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.6060220000000001,h-1,0.000168,s^-1,33.9335,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
23,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.612853,h-1,0.00017,s^-1,35.9199,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
24,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.699459,h-1,0.000194,s^-1,37.8981,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
25,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.75236,h-1,0.000209,s^-1,39.9335,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
26,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.609753,h-1,0.000169,s^-1,41.9352,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
27,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.646921,h-1,0.00018,s^-1,43.9185,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
28,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.515552,h-1,0.000143,s^-1,45.9728,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
29,MTD5228,Salmonella typhimurium,Maximum specific growth rate,0.261708,h-1,7.269999999999999e-05,s^-1,47.986,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,,,Salmonella enterica,6.799999999999999e-19,7.95e-18,4.32e-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
30,MTD2170,Escherichia coli,Population Growth Rate,0.5067,event / (1 individual * 24 hour),5.86458333333333e-06,event / (individual * second),10.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
31,MTD2170,Escherichia coli,Population Growth Rate,1.0352,event / (1 individual * 24 hour),1.19814814814815e-05,event / (individual * second),20.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
32,MTD2170,Escherichia coli,Population Growth Rate,1.9546,event / (1 individual * 24 hour),2.26226851851852e-05,event / (individual * second),30.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
33,MTD2170,Escherichia coli,Population Growth Rate,2.3031,event / (1 individual * 24 hour),2.665625e-05,event / (individual * second),34.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
34,MTD2170,Escherichia coli,Population Growth Rate,2.4055,event / (1 individual * 24 hour),2.78414351851852e-05,event / (individual * second),35.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
35,MTD2170,Escherichia coli,Population Growth Rate,2.4525,event / (1 individual * 24 hour),2.838541666666669e-05,event / (individual * second),36.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
36,MTD2170,Escherichia coli,Population Growth Rate,2.4675,event / (1 individual * 24 hour),2.85590277777778e-05,event / (individual * second),37.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
37,MTD2170,Escherichia coli,Population Growth Rate,2.366,event / (1 individual * 24 hour),2.73842592592593e-05,event / (individual * second),39.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
38,MTD2170,Escherichia coli,Population Growth Rate,2.0955,event / (1 individual * 24 hour),2.4253472222222198e-05,event / (individual * second),41.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
39,MTD2170,Escherichia coli,Population Growth Rate,1.2737,event / (1 individual * 24 hour),1.4741898148148099e-05,event / (individual * second),43.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
40,MTD2170,Escherichia coli,Population Growth Rate,0.4314,event / (1 individual * 24 hour),4.99305555555556e-06,event / (individual * second),45.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
41,MTD5229,Escherichia coli,Maximum specific growth rate,0.0512592,h-1,1.42e-05,s^-1,10.1126,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
42,MTD5229,Escherichia coli,Maximum specific growth rate,0.158953,h-1,4.42e-05,s^-1,15.4419,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
43,MTD5229,Escherichia coli,Maximum specific growth rate,0.270065,h-1,7.5e-05,s^-1,18.0832,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
44,MTD5229,Escherichia coli,Maximum specific growth rate,0.410589,h-1,0.000114,s^-1,21.4448,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
45,MTD5229,Escherichia coli,Maximum specific growth rate,0.498822,h-1,0.000139,s^-1,23.6059,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
46,MTD5229,Escherichia coli,Maximum specific growth rate,0.6394270000000001,h-1,0.000178,s^-1,25.4795,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
47,MTD5229,Escherichia coli,Maximum specific growth rate,0.704759,h-1,0.000196,s^-1,27.5443,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
48,MTD5229,Escherichia coli,Maximum specific growth rate,0.914068,h-1,0.000254,s^-1,29.6587,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
49,MTD5229,Escherichia coli,Maximum specific growth rate,1.05456,h-1,0.000293,s^-1,33.5964,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
50,MTD5229,Escherichia coli,Maximum specific growth rate,1.40122,h-1,0.000389,s^-1,37.2484,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
51,MTD5229,Escherichia coli,Maximum specific growth rate,1.52217,h-1,0.000423,s^-1,39.5539,Celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,Escherichia coli,1.26e-18,1.26e-18,1.26e-18,m^3,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,
