,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,uniqueID,Temp(kel),1/kT,log_TraitValues,B0,E,Eh,El,Th,Tl,index
18,MTD2170,Escherichia coli,Population Growth Rate,1.2737,event / (1 individual * 24 hour),1.4741898148148099e-05,event / (individual * second),43.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,2,316.15,36.70574762144407,-11.124816904178573,5.86458333333333e-06,-0.4526374383237978,1.7394627027149094,-0.2263187191618989,37.41583785432708,36.47500270476047,0.0
19,MTD2170,Escherichia coli,Population Growth Rate,0.4314,event / (1 individual * 24 hour),4.99305555555556e-06,event / (individual * second),45.0,celsius,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,,,2,318.15,36.47500270476047,-12.207462499819227,5.86458333333333e-06,-0.4526374383237978,1.7394627027149094,-0.2263187191618989,37.41583785432708,36.47500270476047,0.0
20,MTD2174,Synechocystis minima,Population Growth Rate,0.4016,event / (1 individual * 24 hour),4.64814814814815e-06,event / (individual * second),10.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,283.15,40.983655696696246,-12.279041665396765,4.64814814814815e-06,-0.3595495353750804,1.32,-0.1797747676875402,37.6586795733232,37.6586795733232,0.0
21,MTD2174,Synechocystis minima,Population Growth Rate,0.6179,event / (1 individual * 24 hour),7.1516203703703705e-06,event / (individual * second),15.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,288.15,40.2725042877652,-11.84817160170735,4.64814814814815e-06,-0.3595495353750804,1.32,-0.1797747676875402,37.6586795733232,37.6586795733232,0.0
22,MTD2174,Synechocystis minima,Population Growth Rate,0.7462,event / (1 individual * 24 hour),8.636574074074072e-06,event / (individual * second),20.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,293.15,39.58561183871582,-11.659504572987228,4.64814814814815e-06,-0.3595495353750804,1.32,-0.1797747676875402,37.6586795733232,37.6586795733232,0.0
23,MTD2174,Synechocystis minima,Population Growth Rate,0.9472,event / (1 individual * 24 hour),1.0962962962963e-05,event / (individual * second),25.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,298.15,38.92175787529614,-11.420987969644539,4.64814814814815e-06,-0.3595495353750804,1.32,-0.1797747676875402,37.6586795733232,37.6586795733232,0.0
24,MTD2174,Synechocystis minima,Population Growth Rate,1.2977,event / (1 individual * 24 hour),1.50196759259259e-05,event / (individual * second),30.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,303.15,38.279802442749606,-11.1061494880311,4.64814814814815e-06,-0.3595495353750804,1.32,-0.1797747676875402,37.6586795733232,37.6586795733232,0.0
25,MTD2174,Synechocystis minima,Population Growth Rate,1.2989,event / (1 individual * 24 hour),1.5033564814814802e-05,event / (individual * second),35.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,308.15,37.6586795733232,-11.105225202361046,4.64814814814815e-06,-0.3595495353750804,1.32,-0.1797747676875402,37.6586795733232,37.6586795733232,0.0
26,MTD2578,Microcystis aeruginosa,growth rate,0.1,day^-1,1.15741e-06,s^-1,16.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,289.15,40.13322535196107,-13.669325807788702,1.15741e-06,-0.858258264209354,0.24771949379070407,-0.429129132104677,38.02891073412926,37.536865956718565,0.0
27,MTD2578,Microcystis aeruginosa,growth rate,0.25,day^-1,2.8935200000000005e-06,s^-1,20.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,293.15,39.58561183871582,-12.753036803912169,1.15741e-06,-0.858258264209354,0.24771949379070407,-0.429129132104677,38.02891073412926,37.536865956718565,0.0
28,MTD2578,Microcystis aeruginosa,growth rate,0.38,day^-1,4.3981499999999996e-06,s^-1,24.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,297.15,39.05274141181068,-12.33432656000131,1.15741e-06,-0.858258264209354,0.24771949379070407,-0.429129132104677,38.02891073412926,37.536865956718565,0.0
29,MTD2578,Microcystis aeruginosa,growth rate,0.6,day^-1,6.944439999999999e-06,s^-1,28.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,301.15,38.53402659976604,-11.877569218558342,1.15741e-06,-0.858258264209354,0.24771949379070407,-0.429129132104677,38.02891073412926,37.536865956718565,0.0
30,MTD2578,Microcystis aeruginosa,growth rate,0.61,day^-1,7.06018e-06,s^-1,32.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,305.15,38.02891073412926,-11.861040011033426,1.15741e-06,-0.858258264209354,0.24771949379070407,-0.429129132104677,38.02891073412926,37.536865956718565,0.0
31,MTD2578,Microcystis aeruginosa,growth rate,0.54,day^-1,6.25e-06,s^-1,36.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,309.15,37.536865956718565,-11.982929094215963,1.15741e-06,-0.858258264209354,0.24771949379070407,-0.429129132104677,38.02891073412926,37.536865956718565,0.0
32,MTD2602,Oscillatoria agardhii,growth rate,0.02,day^-1,2.31481e-07,s^-1,5.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,278.15,41.720374296313295,-15.278768040222456,1.15741e-06,-0.9359500439803015,1.32,-0.46797502199015073,39.18460952395591,39.18460952395591,0.0
33,MTD2602,Oscillatoria agardhii,growth rate,0.05,day^-1,5.78704e-07,s^-1,8.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,281.15,41.27519868582445,-14.362474716346268,1.15741e-06,-0.9359500439803015,1.32,-0.46797502199015073,39.18460952395591,39.18460952395591,0.0
34,MTD2602,Oscillatoria agardhii,growth rate,0.1,day^-1,1.15741e-06,s^-1,11.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,284.15,40.83942322899716,-13.669325807788702,1.15741e-06,-0.9359500439803015,1.32,-0.46797502199015073,39.18460952395591,39.18460952395591,0.0
35,MTD2602,Oscillatoria agardhii,growth rate,0.14,day^-1,1.62037e-06,s^-1,14.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,287.15,40.41275330147847,-13.332856039736434,1.15741e-06,-0.9359500439803015,1.32,-0.46797502199015073,39.18460952395591,39.18460952395591,0.0
36,MTD2602,Oscillatoria agardhii,growth rate,0.18,day^-1,2.08333e-06,s^-1,17.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,290.15,39.994906463965336,-13.081542982885354,1.15741e-06,-0.9359500439803015,1.32,-0.46797502199015073,39.18460952395591,39.18460952395591,0.0
37,MTD2602,Oscillatoria agardhii,growth rate,0.22,day^-1,2.5463e-06,s^-1,20.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,293.15,39.58561183871582,-12.880869232877526,1.15741e-06,-0.9359500439803015,1.32,-0.46797502199015073,39.18460952395591,39.18460952395591,0.0
38,MTD2602,Oscillatoria agardhii,growth rate,0.24,day^-1,2.77778e-06,s^-1,23.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,296.15,39.18460952395591,-12.793858510432612,1.15741e-06,-0.9359500439803015,1.32,-0.46797502199015073,39.18460952395591,39.18460952395591,0.0
39,MTD2605,Oscillatoria redekei,growth rate,0.04,day^-1,4.6299999999999995e-07,s^-1,5.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,278.15,41.720374296313295,-14.585538782860176,1.15741e-06,-0.7184240563146925,0.12791214696451894,-0.35921202815734626,39.58561183871582,39.18460952395591,0.0
40,MTD2605,Oscillatoria redekei,growth rate,0.07,day^-1,8.10185e-07,s^-1,8.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,281.15,41.27519868582445,-14.02600322029638,1.15741e-06,-0.7184240563146925,0.12791214696451894,-0.35921202815734626,39.58561183871582,39.18460952395591,0.0
41,MTD2605,Oscillatoria redekei,growth rate,0.1,day^-1,1.15741e-06,s^-1,11.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,284.15,40.83942322899716,-13.669325807788702,1.15741e-06,-0.7184240563146925,0.12791214696451894,-0.35921202815734626,39.58561183871582,39.18460952395591,0.0
42,MTD2605,Oscillatoria redekei,growth rate,0.12,day^-1,1.38889e-06,s^-1,14.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,287.15,40.41275330147847,-13.487005690992557,1.15741e-06,-0.7184240563146925,0.12791214696451894,-0.35921202815734626,39.58561183871582,39.18460952395591,0.0
43,MTD2605,Oscillatoria redekei,growth rate,0.16,day^-1,1.8518500000000001e-06,s^-1,17.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,290.15,39.994906463965336,-13.199325418540957,1.15741e-06,-0.7184240563146925,0.12791214696451894,-0.35921202815734626,39.58561183871582,39.18460952395591,0.0
44,MTD2605,Oscillatoria redekei,growth rate,0.2,day^-1,2.31481e-06,s^-1,20.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,293.15,39.58561183871582,-12.976182947228411,1.15741e-06,-0.7184240563146925,0.12791214696451894,-0.35921202815734626,39.58561183871582,39.18460952395591,0.0
45,MTD2605,Oscillatoria redekei,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,23.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,296.15,39.18460952395591,-13.027476014247092,1.15741e-06,-0.7184240563146925,0.12791214696451894,-0.35921202815734626,39.58561183871582,39.18460952395591,0.0
46,MTD2606,Oscillatoria redekei,growth rate,0.16,day^-1,1.8518500000000001e-06,s^-1,5.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,278.15,41.720374296313295,-13.199325418540957,4.16667e-06,-0.7662465782783964,1.6421120414507073,-0.3831232891391982,38.92175787529614,38.279802442749606,0.0
47,MTD2606,Oscillatoria redekei,growth rate,0.36,day^-1,4.16667e-06,s^-1,10.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,283.15,40.983655696696246,-12.388393402324448,4.16667e-06,-0.7662465782783964,1.6421120414507073,-0.3831232891391982,38.92175787529614,38.279802442749606,0.0
48,MTD2606,Oscillatoria redekei,growth rate,0.69,day^-1,7.98611e-06,s^-1,15.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,288.15,40.2725042877652,-11.737806775313423,4.16667e-06,-0.7662465782783964,1.6421120414507073,-0.3831232891391982,38.92175787529614,38.279802442749606,0.0
49,MTD2606,Oscillatoria redekei,growth rate,1.1,day^-1,1.2731500000000002e-05,s^-1,20.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,293.15,39.58561183871582,-11.271431320443424,4.16667e-06,-0.7662465782783964,1.6421120414507073,-0.3831232891391982,38.92175787529614,38.279802442749606,0.0
50,MTD2606,Oscillatoria redekei,growth rate,1.32,day^-1,1.52778e-05,s^-1,25.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,298.15,38.92175787529614,-11.089109763649471,4.16667e-06,-0.7662465782783964,1.6421120414507073,-0.3831232891391982,38.92175787529614,38.279802442749606,0.0
51,MTD2606,Oscillatoria redekei,growth rate,0.46,day^-1,5.324069999999999e-06,s^-1,30.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,303.15,38.279802442749606,-12.143272509508828,4.16667e-06,-0.7662465782783964,1.6421120414507073,-0.3831232891391982,38.92175787529614,38.279802442749606,0.0
52,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.1,day^-1,1.15741e-06,s^-1,11.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,284.15,40.83942322899716,-13.669325807788702,1.15741e-06,-0.7458060745316495,1.0034252128549883,-0.37290303726582474,39.05274141181068,38.53402659976604,0.0
53,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,13.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,286.15,40.55398256340921,-13.027476014247092,1.15741e-06,-0.7458060745316495,1.0034252128549883,-0.37290303726582474,39.05274141181068,38.53402659976604,0.0
54,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.21,day^-1,2.43056e-06,s^-1,14.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,287.15,40.41275330147847,-12.92738887448706,1.15741e-06,-0.7458060745316495,1.0034252128549883,-0.37290303726582474,39.05274141181068,38.53402659976604,0.0
55,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.24,day^-1,2.77778e-06,s^-1,15.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,288.15,40.2725042877652,-12.793858510432612,1.15741e-06,-0.7458060745316495,1.0034252128549883,-0.37290303726582474,39.05274141181068,38.53402659976604,0.0
56,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.27,day^-1,3.125e-06,s^-1,18.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,291.15,39.85753773147705,-12.676076274775909,1.15741e-06,-0.7458060745316495,1.0034252128549883,-0.37290303726582474,39.05274141181068,38.53402659976604,0.0
57,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.33,day^-1,3.8194400000000005e-06,s^-1,19.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,292.15,39.72110939763663,-12.475406742950799,1.15741e-06,-0.7458060745316495,1.0034252128549883,-0.37290303726582474,39.05274141181068,38.53402659976604,0.0
58,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.46,day^-1,5.324069999999999e-06,s^-1,24.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,297.15,39.05274141181068,-12.143272509508828,1.15741e-06,-0.7458060745316495,1.0034252128549883,-0.37290303726582474,39.05274141181068,38.53402659976604,0.0
59,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.46,day^-1,5.324069999999999e-06,s^-1,25.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,298.15,38.92175787529614,-12.143272509508828,1.15741e-06,-0.7458060745316495,1.0034252128549883,-0.37290303726582474,39.05274141181068,38.53402659976604,0.0
60,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.42,day^-1,4.86111e-06,s^-1,26.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,299.15,38.79165004352179,-12.234243751068325,1.15741e-06,-0.7458060745316495,1.0034252128549883,-0.37290303726582474,39.05274141181068,38.53402659976604,0.0
61,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.28,day^-1,3.24074e-06,s^-1,28.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,301.15,38.53402659976604,-12.639708859176489,1.15741e-06,-0.7458060745316495,1.0034252128549883,-0.37290303726582474,39.05274141181068,38.53402659976604,0.0
62,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.17,day^-1,1.96759e-06,s^-1,17.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,290.15,39.994906463965336,-13.13870111437195,1.96759e-06,-1.0748605084655785,0.13252476547575429,-0.5374302542327892,38.92175787529614,38.15394414111308,0.0
63,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.17,day^-1,1.96759e-06,s^-1,18.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,291.15,39.85753773147705,-13.13870111437195,1.96759e-06,-1.0748605084655785,0.13252476547575429,-0.5374302542327892,38.92175787529614,38.15394414111308,0.0
64,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.23,day^-1,2.662e-06,s^-1,19.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,292.15,39.72110939763663,-12.836432837991355,1.96759e-06,-1.0748605084655785,0.13252476547575429,-0.5374302542327892,38.92175787529614,38.15394414111308,0.0
