,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,uniqueID,GenusSpecies,MinVolume,MaxVolume,AverageVolume,VolumeUnit,Temp(kel),1/kT,log_TraitValues,B0,E,Eh,El,Th,Tl,index
13,MTD4962,Methanogenium frigidum,Specific Growth,0.08769930000000001,d^-1,1.02e-06,s^-1,4.05267,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,277.20266999999996,41.86295215164971,-13.795707930668094,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
14,MTD4962,Methanogenium frigidum,Specific Growth,0.188629,d^-1,2.18e-06,s^-1,9.943489999999999,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,283.09349,40.99183669154505,-13.036185681163277,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
15,MTD4962,Methanogenium frigidum,Specific Growth,0.2353780000000001,d^-1,2.72e-06,s^-1,9.97335,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,283.12334999999996,40.98751343016937,-12.814878677656369,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
16,MTD4962,Methanogenium frigidum,Specific Growth,0.201473,d^-1,2.33e-06,s^-1,9.9835,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,283.13349999999997,40.98604407644996,-12.969642290386664,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
17,MTD4962,Methanogenium frigidum,Specific Growth,0.165,d^-1,1.91e-06,s^-1,9.99443,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,283.14443,40.9844619246776,-13.168407315905736,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
18,MTD4962,Methanogenium frigidum,Specific Growth,0.22890300000000002,d^-1,2.65e-06,s^-1,14.9314,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,288.0814,40.28209426405017,-12.840950917966143,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
19,MTD4962,Methanogenium frigidum,Specific Growth,0.215547,d^-1,2.49e-06,s^-1,14.9354,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,288.0854,40.28153495636899,-12.903227847487658,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
20,MTD4962,Methanogenium frigidum,Specific Growth,0.21195100000000008,d^-1,2.45e-06,s^-1,14.9365,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,288.0865,40.28138114947956,-12.919422533407639,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
21,MTD4962,Methanogenium frigidum,Specific Growth,0.129327,d^-1,1.5e-06,s^-1,16.9788,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,290.12879999999996,39.997828931562616,-13.41004544985611,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
22,MTD4962,Methanogenium frigidum,Specific Growth,0.11751199999999999,d^-1,1.36e-06,s^-1,16.9823,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,290.1323,39.99734641926991,-13.508025858216314,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
23,MTD4962,Methanogenium frigidum,Specific Growth,0.22333699999999998,d^-1,2.58e-06,s^-1,16.9945,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,290.1445,39.995664610287434,-12.867721159030749,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
24,MTD4962,Methanogenium frigidum,Specific Growth,0.11083599999999999,d^-1,1.28e-06,s^-1,17.0282,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,290.17819999999995,39.991019692449484,-13.568650480032748,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
25,MTD4962,Methanogenium frigidum,Specific Growth,0.09447660000000001,d^-1,1.09e-06,s^-1,18.9629,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,2,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,292.11289999999997,39.726154204485816,-13.729332861723222,1.91e-06,-1.2837214194856705,0.42243553812788953,-0.6418607097428353,40.98751343016937,39.726154204485816,0.0
26,MTD4967,Thermococcus fumicolans,specific Growth,0.00376069,h^-1,1.04e-06,s^-1,73.5271,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,3,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,346.6771,33.47357558523347,-13.776289844810993,1.04e-06,-4.961008378529681,1.8610505089477463,-2.4805041892648405,32.48802781716687,30.72344611994828,0.0
27,MTD4967,Thermococcus fumicolans,specific Growth,0.1534,h^-1,4.26e-05,s^-1,76.5733,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,3,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,349.7233,33.18201020784015,-10.06365630468895,1.04e-06,-4.961008378529681,1.8610505089477463,-2.4805041892648405,32.48802781716687,30.72344611994828,0.0
28,MTD4967,Thermococcus fumicolans,specific Growth,0.406584,h^-1,0.00011294,s^-1,80.4715,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,3,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,353.62149999999997,32.816223308027205,-9.088653853719583,1.04e-06,-4.961008378529681,1.8610505089477463,-2.4805041892648405,32.48802781716687,30.72344611994828,0.0
29,MTD4967,Thermococcus fumicolans,specific Growth,0.7225590000000001,h^-1,0.00020071,s^-1,84.0438,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,3,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,357.1938,32.48802781716687,-8.513649477792873,1.04e-06,-4.961008378529681,1.8610505089477463,-2.4805041892648405,32.48802781716687,30.72344611994828,0.0
30,MTD4967,Thermococcus fumicolans,specific Growth,0.624741,h^-1,0.00017354,s^-1,89.5936,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,3,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,362.74359999999996,31.990976851196116,-8.65910243759893,1.04e-06,-4.961008378529681,1.8610505089477463,-2.4805041892648405,32.48802781716687,30.72344611994828,0.0
31,MTD4967,Thermococcus fumicolans,specific Growth,0.493043,h^-1,0.00013696,s^-1,94.458,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,3,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,367.60799999999995,31.567653888162237,-8.895821645570843,1.04e-06,-4.961008378529681,1.8610505089477463,-2.4805041892648405,32.48802781716687,30.72344611994828,0.0
32,MTD4967,Thermococcus fumicolans,specific Growth,0.280467,h^-1,7.79e-05,s^-1,99.2149,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,3,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,372.3649,31.16438233173842,-9.460084605087571,1.04e-06,-4.961008378529681,1.8610505089477463,-2.4805041892648405,32.48802781716687,30.72344611994828,0.0
33,MTD4967,Thermococcus fumicolans,specific Growth,0.24788600000000002,h^-1,6.890000000000001e-05,s^-1,103.156,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,3,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,376.306,30.83799384150012,-9.582854379944662,1.04e-06,-4.961008378529681,1.8610505089477463,-2.4805041892648405,32.48802781716687,30.72344611994828,0.0
34,MTD4967,Thermococcus fumicolans,specific Growth,0.0057346,h^-1,1.59e-06,s^-1,104.559,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,3,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,377.70899999999995,30.72344611994828,-13.351776541732134,1.04e-06,-4.961008378529681,1.8610505089477463,-2.4805041892648405,32.48802781716687,30.72344611994828,0.0
35,MTD4968,Thermococcus hydrothermalis,specific Growth,0.0819212,h^-1,2.2800000000000002e-05,s^-1,55.1888,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,328.3388,35.34313370981298,-10.688750022003878,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
36,MTD4968,Thermococcus hydrothermalis,specific Growth,0.21048200000000009,h^-1,5.85e-05,s^-1,60.1638,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,333.31379999999996,34.815606526101064,-9.746483803726463,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
37,MTD4968,Thermococcus hydrothermalis,specific Growth,0.226014,h^-1,6.28e-05,s^-1,64.969,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,338.11899999999997,34.320822285998545,-9.675555484490122,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
38,MTD4968,Thermococcus hydrothermalis,specific Growth,0.245763,h^-1,6.829999999999999e-05,s^-1,69.8933,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,343.0433,33.828155543395084,-9.59160079138753,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
39,MTD4968,Thermococcus hydrothermalis,specific Growth,0.346149,h^-1,9.620000000000001e-05,s^-1,74.8567,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,348.00669999999997,33.345685903517214,-9.249081200292613,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
40,MTD4968,Thermococcus hydrothermalis,specific Growth,0.419336,h^-1,0.00011648,s^-1,79.8486,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,352.9986,32.8741306920751,-9.057790973515898,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
41,MTD4968,Thermococcus hydrothermalis,specific Growth,0.36137800000000003,h^-1,0.00010038,s^-1,84.9781,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,358.12809999999996,32.40327165201374,-9.206547573737486,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
42,MTD4968,Thermococcus hydrothermalis,specific Growth,0.40639200000000003,h^-1,0.00011289,s^-1,89.9996,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,363.14959999999996,31.955211049439523,-9.08909666469082,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
43,MTD4968,Thermococcus hydrothermalis,specific Growth,0.175494,h^-1,4.870000000000001e-05,s^-1,94.9396,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,368.08959999999996,31.526351493004807,-9.929831527875729,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
44,MTD4968,Thermococcus hydrothermalis,specific Growth,0.18650799999999998,h^-1,5.18e-05,s^-1,99.9967,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,373.1467,31.09908813482617,-9.868120408698836,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
45,MTD4968,Thermococcus hydrothermalis,specific Growth,0.00224623,h^-1,6.2e-07,s^-1,105.01100000000001,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,4,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,378.161,30.686723671979774,-14.293546358907275,2.2800000000000002e-05,-0.5672957066258081,1.8699113453406273,-0.28364785331290404,32.8741306920751,30.686723671979774,0.0
46,MTD5004,Methanococcus vulcanius,Growth rate,0.00257669,h^-1,7.2e-07,s^-1,48.9398,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,322.08979999999997,36.02884074726845,-14.144014624936311,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
47,MTD5004,Methanococcus vulcanius,Growth rate,0.028881200000000006,h^-1,8.02e-06,s^-1,50.0873,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,323.2373,35.900937517172494,-11.73357213608585,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
48,MTD5004,Methanococcus vulcanius,Growth rate,0.09595269999999999,h^-1,2.6700000000000002e-05,s^-1,54.9797,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,328.12969999999996,35.365656051614785,-10.53084699255807,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
49,MTD5004,Methanococcus vulcanius,Growth rate,0.2012,h^-1,5.59e-05,s^-1,59.7625,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,332.91249999999997,34.85757401875731,-9.79194617780322,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
50,MTD5004,Methanococcus vulcanius,Growth rate,0.360761,h^-1,0.00010021,s^-1,64.8157,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,337.96569999999997,34.33639008490963,-9.208242573894037,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
51,MTD5004,Methanococcus vulcanius,Growth rate,0.56865,h^-1,0.00015796,s^-1,70.4303,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,343.58029999999997,33.7752837124816,-8.753168721545824,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
52,MTD5004,Methanococcus vulcanius,Growth rate,0.70798,h^-1,0.00019666,s^-1,74.623,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,347.77299999999997,33.36809387307106,-8.534034208612264,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
53,MTD5004,Methanococcus vulcanius,Growth rate,0.793142,h^-1,0.00022032,s^-1,79.5092,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,352.6592,32.905768828714926,-8.420429522983929,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
54,MTD5004,Methanococcus vulcanius,Growth rate,0.566751,h^-1,0.00015743,s^-1,84.5033,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,357.65329999999994,32.44628837625584,-8.756529642937737,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
55,MTD5004,Methanococcus vulcanius,Growth rate,0.20143699999999998,h^-1,5.600000000000001e-05,s^-1,88.0034,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,361.1534,32.131836805411616,-9.790158867229124,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
56,MTD5004,Methanococcus vulcanius,Growth rate,0.026755,h^-1,7.43e-06,s^-1,89.31700000000002,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,5,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999994e-17,7.33e-18,m^3,362.467,32.01538929204464,-11.809984699234606,7.2e-07,-1.5011836238366012,4.384735087530676,-0.7505918119183006,32.905768828714926,31.963784024775343,0.0
